timestamp,event_duration_s,peak_order,peak_feedback,max_error,rms_error,mean_stress,avg_weight,is_loaded
2026-02-24 23:57:25,ARMGC_246,80.84,5999,6218,5999,1224.57,264.26,168684.15,109.6,0
2026-02-24 23:57:25,80.95,5999,6210,6003,1248.09,271.29,109.6,0
2026-02-24 23:57:28,2.68,199,232,140,56.65,36.08,109.8,0
2026-02-24 23:57:28,ARMGC_246,2.78,199,231,139,53.86,34.76,672.29,109.8,0
2026-02-24 23:59:23,77.01,5999,6140,6003,1224.65,257.05,1.0,0
2026-02-24 23:59:23,ARMGC_246,77.03,5999,6113,6005,1202.25,250.05,21225.79,1.0,0
2026-02-25 00:00:44,ARMGC_212,71.16,8681,8419,8723,1989.48,438.06,24204.18,-0.5,0
2026-02-25 00:00:47,ARMGC_212,2.7,199,298,88,42.89,34.36,94.66,0.0,0
2026-02-25 00:01:20,ARMGC_246,80.74,5999,6199,6009,1214.06,262.64,243780.4,138.9,0
2026-02-25 00:01:20,80.84,5999,6203,6011,1239.64,268.33,138.9,0
2026-02-25 00:01:23,2.98,199,243,151,64.34,50.56,139.5,0
2026-02-25 00:01:23,ARMGC_246,3.1,199,241,142,61.3,49.55,1587.39,139.5,0
2026-02-25 00:03:17,77.14,5999,6196,6000,1176.42,244.2,-0.0,0
2026-02-25 00:03:17,ARMGC_246,77.63,5999,6107,6000,1246.45,260.86,21814.82,-0.0,0
2026-02-25 00:05:13,ARMGC_246,80.64,5999,6224,6011,1216.36,262.9,293103.23,163.6,0
2026-02-25 00:05:13,80.65,5999,6224,6011,1234.67,267.75,163.6,0
2026-02-25 00:05:16,ARMGC_246,2.89,199,225,133,51.75,32.86,875.02,163.9,0
2026-02-25 00:05:16,2.89,199,225,131,51.23,32.84,163.9,0
2026-02-25 00:05:45,ARMGC_212,22.65,2678,2744,2667,814.87,242.99,5493.35,-0.6,0
2026-02-25 00:07:14,77.4,5999,6179,6003,1226.5,257.25,0.1,0
2026-02-25 00:07:14,ARMGC_246,77.32,5999,6087,6005,1186.37,244.77,20438.18,0.1,0
2026-02-25 00:09:12,ARMGC_246,82.97,5999,6226,6003,1169.94,255.72,334190.37,177.5,0
2026-02-25 00:11:07,77.25,5999,6145,6006,1198.88,250.05,-0.8,0
2026-02-25 00:11:07,ARMGC_246,77.25,5999,6145,6006,1178.89,245.15,21711.73,-0.8,0
2026-02-25 00:13:20,83.27,5999,6207,6005,1160.59,250.31,65.0,0
2026-02-25 00:13:20,ARMGC_246,83.78,5999,6203,6007,1226.95,264.74,95696.49,65.0,0
2026-02-25 00:14:01,ARMGC_212,43.29,3178,3193,2188,435.09,122.86,6757.97,-1.3,0
2026-02-25 00:15:25,77.53,5999,6107,6005,1199.96,250.19,1.0,0
2026-02-25 00:15:25,ARMGC_246,77.53,5999,6107,6005,1180.3,245.6,22288.92,1.0,0
2026-02-25 00:17:32,83.26,5999,6162,6000,1236.48,269.74,95.3,0
2026-02-25 00:17:32,ARMGC_246,83.26,5999,6177,6000,1217.11,264.11,148656.16,95.3,0
2026-02-25 00:19:30,74.9,5999,6116,6016,1238.8,262.24,1.2,0
2026-02-25 00:19:33,2.68,199,309,143,71.06,58.23,1.2,0
2026-02-25 00:19:33,ARMGC_246,77.64,5999,6116,6011,1188.26,246.26,21008.8,1.2,0
2026-02-25 00:21:14,ARMGC_246,59.52,5999,6226,6011,1409.1,319.24,390265.35,225.5,0
2026-02-25 00:21:14,59.12,5999,6226,6009,1335.84,299.77,225.5,0
2026-02-25 00:22:49,ARMGC_246,59.91,5999,6159,5984,1379.49,316.62,19836.36,1.5,0
2026-02-25 00:22:49,59.93,5999,6159,5999,1401.35,322.84,1.5,0
2026-02-25 00:24:05,ARMGC_212,21.03,2674,2579,2674,846.76,260.97,5118.9,-0.8,0
2026-02-25 00:24:07,ARMGC_212,2.62,199,293,112,48.07,37.51,114.67,-2.1,0
2026-02-25 00:24:29,ARMGC_246,59.43,5999,6105,6006,1352.98,303.24,186953.55,135.5,0
2026-02-25 00:24:29,59.43,5999,6101,6005,1362.16,306.05,135.5,0
2026-02-25 00:25:26,ARMGC_246,22.2,5295,4981,5326,1988.81,648.53,10767.31,0.6,0
2026-02-25 00:25:26,22.19,5295,4993,5324,2011.04,658.51,0.7,0
2026-02-25 00:25:29,2.67,199,269,92,42.24,36.07,0.0,0
3,112.19,0.0,0
2026-02-25 00:28:17,ARMGC_212,47.46,5992,5932,6009,1506.75,341.4,15275.39,-0.3,0
2026-02-25 00:33:58,68.8,5999,6062,5946,1259.6,271.4,0.8,0
2026-02-25 00:33:58,ARMGC_246,68.68,5999,6157,5938,1215.14,260.56,20733.93,0.8,0
2026-02-25 00:34:23,ARMGC_212,21.21,2663,2779,2747,910.06,283.75,5410.55,0.3,0
2026-02-25 00:34:26,ARMGC_212,2.5,199,245,88,35.37,28.51,101.58,0.2,0
2026-02-25 00:35:48,ARMGC_246,68.49,5999,6199,5999,1274.5,273.97,415375.2,223.5,0
2026-02-25 00:35:48,68.58,5999,6201,5999,1303.28,279.42,223.5,0
2026-02-25 00:37:36,68.36,5999,6177,5937,1217.81,262.02,0.9,0
2026-02-25 00:37:36,ARMGC_246,68.37,5999,6177,5913,1196.25,255.51,19335.81,0.9,0
2026-02-25 00:39:43,ARMGC_246,68.58,5999,6242,6005,1301.96,283.49,181827.91,123.6,0
2026-02-25 00:39:43,68.27,5999,6222,6002,1253.93,270.81,123.6,0
2026-02-25 00:41:44,68.38,5999,6080,5922,1215.51,261.41,2.5,0
2026-02-25 00:41:44,ARMGC_246,68.88,5999,6085,5999,1281.3,276.82,20131.98,2.4,0
2026-02-25 00:42:47,ARMGC_212,29.14,8719,8234,8745,3170.4,963.95,18694.29,-1.2,0
2026-02-25 00:43:37,ARMGC_246,68.19,5999,6213,6005,1251.23,272.58,148126.46,103.4,0
2026-02-25 00:43:37,68.27,5999,6213,6008,1274.94,277.14,103.4,0
2026-02-25 00:45:37,68.49,5999,6088,5954,1261.51,272.59,2.1,0
2026-02-25 00:45:37,ARMGC_246,68.69,5999,6087,5968,1262.47,271.78,19409.55,2.1,0
2026-02-25 00:49:32,65.95,5999,6243,6002,1283.76,279.66,95.9,0
2026-02-25 00:49:32,ARMGC_246,65.87,5999,6249,6001,1245.02,269.56,133103.43,95.9,0
2026-02-25 00:49:34,ARMGC_246,2.67,199,327,175,76.64,56.2,920.66,95.7,0
2026-02-25 00:49:34,2.68,199,330,165,78.88,58.53,95.7,0
2026-02-25 00:51:23,ARMGC_246,65.72,5999,6155,5965,1297.56,285.63,20457.3,2.5,0
2026-02-25 00:51:23,65.81,5999,6105,5999,1334.57,295.29,2.5,0
2026-02-25 00:51:26,ARMGC_246,3.39,199,262,122,52.31,37.41,158.24,3.0,0
2026-02-25 00:51:26,3.39,199,262,122,53.11,38.32,3.0,0
2026-02-25 00:53:25,ARMGC_212,71.79,5167,4921,5189,1101.06,235.04,14911.7,-1.1,0
2026-02-25 00:53:25,66.36,5999,6078,5999,1341.81,294.27,141.4,0
2026-02-25 00:53:25,ARMGC_246,66.25,5999,6059,5997,1296.52,280.72,214771.53,141.4,0
2026-02-25 00:53:27,2.78,199,314,135,70.87,55.63,141.4,0
2026-02-25 00:53:27,ARMGC_246,2.77,199,313,158,71.15,54.27,1232.76,141.4,0
2026-02-25 00:55:10,67.67,5999,6113,5968,1284.13,281.82,-2.4,0
2026-02-25 00:55:10,ARMGC_246,67.68,5999,6204,5966,1261.46,276.75,22141.2,-2.4,0
2026-02-25 00:56:47,40.1,5999,6068,6005,1706.01,445.05,298.7,0
2026-02-25 00:56:47,ARMGC_246,40.01,5999,6068,6005,1652.67,428.29,619869.53,298.7,0
2026-02-25 00:56:50,ARMGC_246,2.66,199,281,107,46.67,39.7,2992.42,299.1,0
2026-02-25 00:56:50,2.68,199,281,107,49.19,41.29,299.1,0
2026-02-25 00:58:44,42.82,5999,6075,5888,1548.6,401.6,2.4,0
2026-02-25 00:58:44,ARMGC_246,42.82,5999,6075,5865,1522.43,393.67,18750.69,2.4,0
2026-02-25 01:01:32,ARMGC_212,82.3,10000,10098,9974,2227.71,467.61,31727.18,-0.7,0
2026-02-25 01:01:34,ARMGC_212,2.38,199,218,78,28.39,22.46,62.38,-0.8,0
2026-02-25 01:02:41,ARMGC_212,55.86,7088,6836,7037,1381.57,285.26,17056.2,-0.0,0
2026-02-25 01:03:39,ARMGC_246,39.69,5999,6257,5998,1613.26,423.4,665304.64,305.9,0
2026-02-25 01:03:39,40.0,5999,6260,6003,1700.09,449.22,306.0,0
2026-02-25 01:03:43,ARMGC_246,2.78,199,267,105,44.95,37.87,2706.15,305.9,0
2026-02-25 01:03:43,2.78,199,266,102,45.08,38.42,305.9,0
2026-02-25 01:05:11,ARMGC_212,29.74,3795,3773,3795,1140.4,305.48,8149.44,-0.5,0
2026-02-25 01:05:14,ARMGC_212,2.58,199,291,75,33.63,27.47,93.09,0.0,0
2026-02-25 01:05:24,42.71,5999,6089,5999,1627.26,421.29,2.3,0
2026-02-25 01:05:24,ARMGC_246,42.7,5999,6089,5950,1596.62,411.94,17542.46,2.3,0
2026-02-25 01:06:56,39.68,5999,6215,5999,1641.03,431.12,153.8,0
2026-02-25 01:06:56,ARMGC_246,40.12,5999,6215,5999,1717.34,456.55,222265.55,153.8,0
2026-02-25 01:06:59,2.79,199,255,92,43.39,36.75,153.1,0
2026-02-25 01:06:59,ARMGC_246,2.79,199,255,92,42.19,35.61,951.11,153.1,0
2026-02-25 01:08:30,ARMGC_246,42.52,5999,6056,5959,1625.21,421.83,17533.42,2.9,0
2026-02-25 01:08:30,42.52,5999,6060,5999,1643.56,426.06,2.9,0
2026-02-25 01:10:04,40.01,5999,6193,5999,1728.97,459.83,101.7,0
2026-02-25 01:10:04,ARMGC_246,39.99,5999,6201,6000,1693.6,449.41,128211.39,101.7,0
2026-02-25 01:10:08,3.08,199,305,106,54.79,43.46,101.4,0
2026-02-25 01:10:08,ARMGC_246,3.1,199,305,106,52.07,41.78,674.6,101.4,0
2026-02-25 01:11:16,ARMGC_212,44.0,5657,5624,5508,1405.18,326.5,21052.45,-1.4,0
2026-02-25 01:11:20,ARMGC_212,3.08,199,219,87,42.24,34.12,131.48,-1.4,0
2026-02-25 01:11:33,ARMGC_246,42.62,5999,6071,5987,1615.48,418.22,15611.58,2.5,0
2026-02-25 01:11:33,42.23,5999,6071,5873,1537.55,393.99,2.5,0
2026-02-25 01:12:54,ARMGC_246,39.71,5999,6129,5981,1616.89,422.43,114383.18,98.2,0
2026-02-25 01:12:57,2.78,199,242,74,36.76,32.35,98.1,0
2026-02-25 01:12:57,ARMGC_246,2.78,199,237,71,35.7,31.33,482.29,98.1,0
2026-02-25 01:14:15,ARMGC_246,42.95,5999,6067,5952,1584.3,407.45,15312.54,1.7,0
2026-02-25 01:14:15,43.03,5999,6074,5999,1624.13,420.38,1.7,0
2026-02-25 01:15:41,39.7,5999,6241,5999,1692.95,447.43,250.9,0
2026-02-25 01:15:41,ARMGC_246,39.7,5999,6241,5999,1665.63,437.87,469858.56,250.9,0
2026-02-25 01:15:44,ARMGC_246,2.98,199,281,103,54.46,43.5,1934.48,251.2,0
2026-02-25 01:15:44,2.98,199,281,123,59.84,47.05,251.2,0
2026-02-25 01:16:35,ARMGC_212,20.89,2682,2640,2674,872.49,266.05,4925.54,-0.5,0
2026-02-25 01:16:38,ARMGC_212,2.39,199,227,59,31.23,24.55,81.88,-2.0,0
2026-02-25 01:16:47,22.12,5296,5101,5362,1998.83,664.53,0.8,0
2026-02-25 01:16:47,ARMGC_246,21.8,5296,5082,5359,1864.52,607.7,11368.77,0.8,0
2026-02-25 01:16:50,ARMGC_246,2.58,199,272,90,43.45,40.3,131.02,0.2,0
2026-02-25 01:18:48,ARMGC_246,48.25,5999,6091,5965,1519.52,373.1,17111.55,1.5,0
2026-02-25 01:18:52,ARMGC_246,3.3,199,267,145,61.09,45.03,116.59,1.7,0
2026-02-25 01:18:52,51.66,5999,6109,5999,1495.61,358.92,1.5,0
2026-02-25 01:19:35,ARMGC_212,20.99,2679,2673,2708,874.37,267.13,5587.87,-1.1,0
2026-02-25 01:19:39,ARMGC_212,3.11,199,216,96,45.21,36.26,142.03,-1.5,0
2026-02-25 01:20:36,51.06,5999,6084,5999,1460.05,346.37,238.0,0
2026-02-25 01:20:36,ARMGC_246,51.08,5999,6080,5999,1432.64,339.44,435845.89,238.0,0
2026-02-25 01:22:21,48.46,5999,6097,5990,1520.46,372.24,1.5,0
2026-02-25 01:22:21,ARMGC_246,48.35,5999,6074,5974,1465.65,355.81,18738.86,1.5,0
2026-02-25 01:22:24,2.59,199,324,173,82.09,67.52,1.0,0
2026-02-25 01:22:24,ARMGC_246,2.59,199,325,170,76.31,64.14,344.44,1.0,0
2026-02-25 01:24:05,51.49,5999,6064,6005,1533.07,368.68,98.7,0
2026-02-25 01:24:05,ARMGC_246,51.49,5999,6060,6005,1509.8,361.36,123686.21,98.7,0
2026-02-25 01:25:45,51.77,5999,6072,6000,1541.21,373.06,2.5,0
2026-02-25 01:25:45,ARMGC_246,51.77,5999,6082,6000,1498.28,359.16,17874.44,2.5,0
2026-02-25 01:27:18,ARMGC_212,109.54,9086,8712,9084,1730.48,323.71,29427.11,-0.8,0
2026-02-25 01:27:20,ARMGC_212,2.52,199,302,120,52.46,45.61,234.24,-0.4,0
2026-02-25 01:27:47,ARMGC_246,51.36,5999,6105,6000,1519.23,367.0,348504.34,215.5,0
2026-02-25 01:27:47,51.08,5999,6126,6000,1468.28,351.03,215.5,0
2026-02-25 01:29:23,51.57,5999,6124,5999,1532.91,370.33,2.6,0
2026-02-25 01:29:23,ARMGC_246,51.28,5999,6134,5989,1432.51,341.17,18137.98,2.6,0
2026-02-25 01:30:47,21.99,5287,4951,5297,1955.9,636.39,91.9,0
2026-02-25 01:30:47,ARMGC_246,22.0,5287,4951,5297,1922.28,621.31,75275.66,91.9,0
2026-02-25 01:30:50,2.58,199,266,78,46.44,35.05,91.7,0
2026-02-25 01:30:50,ARMGC_246,2.58,199,259,79,44.85,33.27,333.66,91.6,0
2026-02-25 01:31:16,ARMGC_212,77.87,10000,9721,10025,2285.89,467.18,28648.78,-0.5,0
2026-02-25 01:31:19,ARMGC_212,2.52,199,238,94,45.17,31.38,90.66,-0.5,0
2026-02-25 01:32:05,22.0,5288,4970,5288,1944.93,635.64,1.6,0
2026-02-25 01:32:05,ARMGC_246,21.8,5287,4970,5239,1848.23,595.5,10462.96,1.6,0
2026-02-25 01:32:08,2.47,199,250,63,40.99,34.18,2.0,0
2026-02-25 01:32:08,ARMGC_246,2.47,199,250,63,39.71,32.98,158.72,2.0,0
2026-02-25 01:34:36,ARMGC_212,28.77,4233,4223,4216,1295.2,341.91,8716.84,-1.1,0
2026-02-25 01:35:59,ARMGC_212,73.97,9108,8778,9102,1748.31,339.41,23551.42,-0.7,0
2026-02-25 01:40:16,ARMGC_212,95.56,10000,10219,10012,2046.54,399.93,40311.69,-0.1,0
2026-02-25 01:40:19,ARMGC_212,2.58,199,233,73,32.22,26.95,70.51,0.0,0
2026-02-25 01:44:06,42.12,5275,4704,5261,1566.09,433.76,-0.2,0
2026-02-25 01:44:06,ARMGC_246,42.12,5272,4667,5266,1538.99,423.71,14094.96,-0.2,0
2026-02-25 01:44:09,2.48,199,208,139,62.29,43.42,-0.5,0
2026-02-25 01:44:09,ARMGC_246,2.48,199,208,139,61.88,42.49,115.26,-0.5,0
2026-02-25 01:47:41,ARMGC_212,35.03,4234,4219,4235,1197.89,297.05,9620.25,0.2,0
2026-02-25 01:52:47,33.06,5999,6065,5999,1898.8,540.87,1.6,0
2026-02-25 01:52:47,ARMGC_246,32.86,5999,6080,5965,1806.93,507.76,13620.3,1.6,0
2026-02-25 01:55:29,ARMGC_212,80.35,10000,10216,10032,2267.65,463.96,35564.01,1.4,0
2026-02-25 01:56:25,ARMGC_212,46.44,6128,5982,6085,1247.02,271.39,14299.98,0.5,0
2026-02-25 01:56:28,ARMGC_212,2.31,199,233,128,53.49,33.72,98.66,0.0,0
2026-02-25 01:59:04,48.06,5999,1114,5999,865.78,108.65,1.3,0
2026-02-25 01:59:04,ARMGC_246,48.15,5999,1114,5980,820.36,100.78,3008.37,1.3,0
2026-02-25 01:59:08,ARMGC_212,49.7,5991,6016,6031,1502.93,337.66,16391.66,-0.7,0
2026-02-25 01:59:42,28.33,999,1145,953,207.24,66.53,1.2,0
2026-02-25 01:59:42,ARMGC_246,28.76,999,1137,998,222.73,70.53,2694.72,1.2,0
2026-02-25 01:59:46,3.0,199,206,123,51.49,35.95,1.2,0
2026-02-25 01:59:46,ARMGC_246,2.98,199,203,123,53.53,36.79,116.28,1.2,0
2026-02-25 02:01:10,ARMGC_246,8.72,5999,6109,5989,3589.98,1717.52,165015.33,174.8,0
2026-02-25 02:01:10,8.81,5999,6119,5996,3644.44,1756.99,174.8,0
2026-02-25 02:01:55,41.7,5999,6094,2946,545.31,156.31,174.0,0
2026-02-25 02:01:55,ARMGC_246,41.81,5999,6109,2958,541.86,157.04,160279.41,174.0,0
2026-02-25 02:01:58,2.47,199,291,147,61.29,54.01,173.2,0
2026-02-25 02:01:58,ARMGC_246,2.97,199,321,141,67.42,56.07,2616.02,173.3,0
2026-02-25 02:02:40,ARMGC_212,57.01,7338,7158,7341,1734.97,371.13,20239.73,-0.2,0
2026-02-25 02:02:43,ARMGC_212,2.78,199,294,129,54.49,44.29,139.54,0.0,0
2026-02-25 02:03:43,38.89,5999,6067,5999,1739.42,443.37,1.3,0
2026-02-25 02:03:43,ARMGC_246,38.8,5999,6065,5991,1690.78,427.11,15297.27,1.3,0
2026-02-25 02:04:06,ARMGC_246,12.65,3247,2982,3179,1001.69,380.44,5791.08,1.6,0
2026-02-25 02:04:09,2.79,199,319,180,82.63,63.51,2.0,0
2026-02-25 02:04:09,ARMGC_246,2.31,199,293,173,70.8,56.02,149.88,2.0,0
2026-02-25 02:05:33,8.62,5999,6160,5999,3640.43,1753.23,159.7,0
2026-02-25 02:05:33,ARMGC_246,8.51,5999,6210,5999,3521.1,1673.64,147969.07,159.6,0
2026-02-25 02:05:53,ARMGC_212,90.45,10000,10213,10020,2162.8,428.06,32738.1,-0.3,0
2026-02-25 02:06:21,44.63,5999,6160,3047,562.76,161.46,159.4,0
2026-02-25 02:06:21,ARMGC_246,44.63,5999,6162,3047,540.63,155.78,149753.49,159.4,0
2026-02-25 02:07:53,39.02,5999,6098,5999,1774.77,458.81,1.0,0
2026-02-25 02:07:53,ARMGC_246,39.12,5999,6098,5997,1745.7,449.1,16212.84,1.0,0
2026-02-25 02:08:23,ARMGC_246,20.18,3248,1917,3248,942.04,284.05,5580.67,1.8,0
2026-02-25 02:08:24,19.77,3248,1926,3225,850.42,255.76,1.8,0
2026-02-25 02:08:26,ARMGC_246,1.97,199,211,109,54.56,39.63,146.5,2.0,0
2026-02-25 02:08:26,1.97,199,210,109,53.23,39.37,2.0,0
2026-02-25 02:08:42,ARMGC_212,160.44,10000,10165,9986,1585.59,324.71,62721.33,1.2,0
2026-02-25 02:09:46,8.81,5999,6141,6002,3696.45,1788.12,163.2,0
2026-02-25 02:09:46,ARMGC_246,8.52,5999,6141,5998,3525.9,1676.28,150960.28,163.2,0
2026-02-25 02:10:33,ARMGC_246,44.49,5999,6245,3338,579.36,164.27,164611.52,163.8,0
2026-02-25 02:10:33,44.54,5999,6245,3316,598.75,168.69,163.8,0
2026-02-25 02:12:01,38.79,5999,6119,5994,1714.35,439.04,0.2,0
2026-02-25 02:12:01,ARMGC_246,38.7,5999,6124,5992,1652.24,417.44,15991.63,0.2,0
2026-02-25 02:12:24,13.06,3259,3098,3259,1194.47,455.18,0.0,0
2026-02-25 02:12:24,ARMGC_246,13.06,3259,3098,3255,1159.48,439.86,5872.92,0.0,0
2026-02-25 02:12:26,ARMGC_246,2.39,199,328,186,84.2,63.75,253.58,0.0,0
2026-02-25 02:13:39,ARMGC_246,8.62,5999,6135,5990,3548.91,1698.03,129621.97,134.4,0
2026-02-25 02:14:24,41.62,5999,6109,3356,609.35,173.62,134.0,0
2026-02-25 02:14:24,ARMGC_246,41.62,5999,6111,3356,588.97,168.59,118784.33,134.0,0
2026-02-25 02:14:27,ARMGC_246,2.48,199,288,147,59.59,51.1,1397.55,134.6,0
2026-02-25 02:14:27,2.48,199,288,147,62.33,53.54,134.6,0
2026-02-25 02:15:48,38.99,5999,6095,5999,1759.96,454.58,2.0,0
2026-02-25 02:15:48,ARMGC_246,38.99,5999,6091,6009,1724.66,442.49,17832.72,2.0,0
2026-02-25 02:16:27,13.05,3273,3020,3273,1128.43,424.67,2.4,0
2026-02-25 02:16:27,ARMGC_246,13.03,3273,3022,3273,1067.94,401.73,6079.23,2.4,0
2026-02-25 02:16:30,ARMGC_246,2.36,199,284,142,60.35,47.94,138.91,2.6,0
2026-02-25 02:16:30,2.49,199,285,157,64.53,49.9,2.6,0
2026-02-25 02:16:44,ARMGC_212,90.08,5420,5261,5339,1097.82,218.39,18351.3,0.4,0
2026-02-25 02:16:49,ARMGC_212,4.42,199,226,171,66.42,44.09,228.42,0.0,0
2026-02-25 02:19:18,ARMGC_212,71.31,8882,8568,8983,2096.55,454.66,25511.21,0.5,0
2026-02-25 02:19:21,ARMGC_212,2.3,199,217,95,34.47,29.57,99.85,0.0,0
2026-02-25 02:21:17,ARMGC_246,8.61,5999,6230,5999,3615.56,1741.46,84604.51,106.3,0
2026-02-25 02:21:18,8.83,5999,6230,5999,3689.16,1791.36,106.3,0
2026-02-25 02:22:02,41.71,5999,6160,3202,589.58,168.32,106.3,0
2026-02-25 02:22:05,2.77,199,322,170,76.66,61.53,106.1,0
2026-02-25 02:22:05,ARMGC_246,44.65,5999,6160,3191,564.49,159.82,86347.96,106.3,0
2026-02-25 02:23:46,ARMGC_246,38.89,5999,6124,5989,1712.33,437.47,16187.51,1.9,0
2026-02-25 02:23:46,39.09,5999,6128,5999,1781.95,459.69,1.9,0
2026-02-25 02:23:59,ARMGC_212,29.43,3786,3808,3766,1074.1,288.51,7849.36,-0.9,0
2026-02-25 02:24:02,ARMGC_212,2.71,199,209,140,76.05,60.87,267.43,-0.6,0
2026-02-25 02:24:09,ARMGC_246,13.14,3256,3007,3256,1150.95,426.19,5678.5,1.4,0
2026-02-25 02:24:09,13.14,3256,3007,3256,1176.82,441.51,1.4,0
2026-02-25 02:24:12,ARMGC_246,3.27,199,341,162,66.91,52.31,296.03,1.6,0
2026-02-25 02:24:12,3.29,199,317,156,67.2,50.19,1.6,0
2026-02-25 02:25:36,ARMGC_246,8.42,5999,6218,5992,3523.57,1693.18,64891.6,82.1,0
2026-02-25 02:25:36,8.52,5999,6162,5984,3597.17,1731.74,82.1,0
2026-02-25 02:26:20,ARMGC_212,44.3,5359,5082,5359,1361.35,317.46,11152.1,-0.6,0
2026-02-25 02:26:24,44.63,5999,6189,3326,610.61,171.33,82.9,0
2026-02-25 02:26:24,ARMGC_246,44.63,5999,6189,3326,592.2,167.0,65976.83,82.9,0
2026-02-25 02:27:54,38.91,5999,6113,5999,1754.89,448.96,1.9,0
2026-02-25 02:27:54,ARMGC_246,38.99,5999,6113,5999,1725.36,439.72,16604.55,1.9,0
2026-02-25 02:28:17,12.63,3176,3043,3117,1015.87,384.6,1.8,0
2026-02-25 02:28:17,ARMGC_246,13.14,3276,3034,3279,1136.9,426.28,5964.17,1.8,0
2026-02-25 02:28:20,ARMGC_246,2.58,199,320,170,75.51,57.77,246.75,2.0,0
2026-02-25 02:28:20,2.7,199,322,166,74.67,58.0,2.0,0
2026-02-25 02:29:45,8.61,5999,6148,5999,3673.0,1782.79,86.5,0
2026-02-25 02:29:45,ARMGC_246,8.61,5999,6140,5999,3602.76,1729.89,64887.35,86.5,0
2026-02-25 02:30:33,ARMGC_246,44.63,5999,6099,3287,573.45,161.81,68434.99,86.4,0
2026-02-25 02:30:33,44.73,5999,6115,3283,600.93,168.83,86.4,0
2026-02-25 02:31:59,38.59,5999,6114,5990,1668.65,422.23,1.9,0
2026-02-25 02:31:59,ARMGC_246,39.1,5999,6120,6005,1753.17,449.66,17154.67,1.9,0
2026-02-25 02:32:22,ARMGC_246,13.14,3286,3002,3290,1092.49,409.78,5853.31,1.6,0
2026-02-25 02:32:22,12.74,3095,3022,3063,973.69,370.54,1.6,0
2026-02-25 02:32:26,ARMGC_246,2.98,199,266,132,51.18,38.68,118.14,2.0,0
2026-02-25 02:32:26,2.98,199,255,125,48.42,37.65,2.0,0
2026-02-25 02:33:58,9.02,5999,6187,6011,3733.77,1815.56,78.2,0
2026-02-25 02:33:58,ARMGC_246,8.82,5999,6187,6011,3612.92,1736.26,55980.08,78.2,0
2026-02-25 02:34:43,ARMGC_246,41.61,5999,6098,3205,562.49,165.18,60754.56,78.0,0
2026-02-25 02:34:46,2.47,199,283,133,56.03,49.43,78.0,0
2026-02-25 02:34:46,ARMGC_246,2.47,199,283,133,53.61,47.68,921.69,78.0,0
2026-02-25 02:35:26,ARMGC_212,48.77,5961,5879,5911,1415.72,313.94,14836.8,-0.7,0
2026-02-25 02:36:07,38.69,5999,6124,5996,1698.33,432.03,1.8,0
2026-02-25 02:36:07,ARMGC_246,38.69,5999,6128,5995,1657.96,418.74,17191.41,1.8,0
2026-02-25 02:36:31,12.75,3113,3026,3103,987.07,375.64,1.8,0
2026-02-25 02:36:31,ARMGC_246,12.75,3113,3026,3062,947.41,360.85,6452.72,1.8,0
2026-02-25 02:36:34,2.38,199,288,181,75.61,59.81,1.3,0
2026-02-25 02:36:34,ARMGC_246,2.39,199,288,181,72.83,57.34,184.01,1.3,0
2026-02-25 02:38:19,ARMGC_246,8.62,5999,6165,6002,3595.61,1720.73,280565.42,239.1,0
2026-02-25 02:38:19,8.71,5999,6146,6003,3658.63,1763.72,239.1,0
2026-02-25 02:39:04,41.74,5999,6064,3329,615.7,175.96,238.6,0
2026-02-25 02:39:04,ARMGC_246,41.84,5999,6060,3321,602.7,170.88,274016.4,238.6,0
2026-02-25 02:39:07,ARMGC_246,2.78,199,309,170,71.57,56.53,3446.69,238.7,0
2026-02-25 02:39:07,2.38,199,283,159,64.16,51.64,238.7,0
2026-02-25 02:40:19,ARMGC_212,46.47,5987,5821,6044,1543.42,349.97,14262.06,1.8,0
2026-02-25 02:40:22,ARMGC_212,2.62,199,313,105,49.35,37.48,109.13,2.4,0
2026-02-25 02:41:34,ARMGC_246,57.2,5999,6094,6006,1447.26,337.39,17195.97,-3.2,0
2026-02-25 02:41:34,57.31,5999,6090,6009,1475.29,344.93,-3.2,0
2026-02-25 02:41:36,ARMGC_246,2.07,199,274,141,57.44,43.44,93.33,-3.3,0
2026-02-25 02:41:36,2.58,199,303,134,65.03,48.35,-3.2,0
2026-02-25 02:44:17,60.42,5999,6118,5999,1374.78,317.15,1.7,0
2026-02-25 02:44:17,ARMGC_246,60.42,5999,6118,5964,1352.55,310.92,19674.68,1.7,0
2026-02-25 02:45:00,ARMGC_212,49.51,5989,5811,5989,1514.98,340.05,13816.11,0.7,0
2026-02-25 02:46:02,59.43,5999,6088,6009,1395.28,317.65,132.2,0
2026-02-25 02:46:02,ARMGC_246,59.44,5999,6088,6011,1362.96,309.19,180067.31,132.2,0
2026-02-25 02:48:00,59.61,5999,6190,5975,1324.68,303.69,1.8,0
2026-02-25 02:48:00,ARMGC_246,59.61,5999,6220,5965,1301.19,296.7,19433.72,1.8,0
2026-02-25 02:52:12,38.72,5999,6093,5993,1690.97,431.36,0.9,0
2026-02-25 02:52:12,ARMGC_246,39.0,5999,6085,5999,1718.91,442.99,17230.32,0.9,0
2026-02-25 02:52:35,ARMGC_246,12.54,3262,3088,3211,1027.44,389.34,6036.3,0.8,0
