timestamp,crane_id,fault_name,event_type,downtime_s,was_reset_pressed
2026-02-25 02:35:56,ARMGC_212,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 02:35:57,ARMGC_212,Spreader_Land_Fault_YT,Resolved,3.1,Not Pressed
2026-02-25 02:35:57,ARMGC_212,Spreader_Land_Fault_YT,Resolved,3.1,Not Pressed
2026-02-25 02:35:59,ARMGC_212,Spreader_Land_Fault_YT,Resolved,3.1,Not Pressed
2026-02-25 02:43:24,ARMGC_213,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 02:43:25,ARMGC_213,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 02:43:31,ARMGC_213,Spreader_Land_Fault_YT,Resolved,6.1,Not Pressed
2026-02-25 02:43:33,ARMGC_213,Spreader_Land_Fault_YT,Resolved,9.1,Not Pressed
2026-02-25 02:53:13,ARMGC_212,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 02:53:14,ARMGC_212,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 02:53:15,ARMGC_212,Spreader_Land_Fault_YT,Resolved,1.0,Not Pressed
2026-02-25 02:53:16,ARMGC_212,Spreader_Land_Fault_YT,Resolved,3.0,Not Pressed
2026-02-25 03:14:17,ARMGC_211,Spreader_Land_Fault_YD,Occurrence,0,Not Pressed
2026-02-25 03:14:19,ARMGC_211,Spreader_Land_Fault_YD,Occurrence,0,Not Pressed
2026-02-25 03:14:31,ARMGC_211,Spreader_Land_Fault_YD,Resolved,12.1,Not Pressed
2026-02-25 03:14:33,ARMGC_211,Spreader_Land_Fault_YD,Resolved,15.1,Not Pressed
2026-02-25 03:16:02,ARMGC_212,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 03:16:03,ARMGC_212,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 03:16:04,ARMGC_212,Spreader_Land_Fault_YT,Occurrence,0,Not Pressed
2026-02-25 03:16:09,ARMGC_212,Spreader_Land_Fault_YT,Resolved,6.1,Not Pressed
2026-02-25 03:16:09,ARMGC_212,Spreader_Land_Fault_YT,Resolved,7.2,Not Pressed
